"Time_Iter","Outer_Iter","Inner_Iter",   "rms[A_Rho]"   ,   "rms[A_RhoU]"  ,   "rms[A_RhoV]"  ,    "rms[A_E]"    
          0,           0,           0,      -5.204612186,      -4.974883015,      -5.051111455,      -5.186686091
          0,           0,           1,      -4.972945407,      -4.929458686,      -4.850596106,      -5.371347217
          0,           0,           2,      -4.878585962,      -4.801344571,      -4.977163908,      -5.383565674
          0,           0,           3,      -4.940375226,      -4.846233949,       -4.99360664,      -5.392285962
          0,           0,           4,        -4.9271694,      -4.846759378,      -5.023774079,      -5.440175448
          0,           0,           5,      -4.937758634,       -4.83965255,      -5.087599549,      -5.428548093
          0,           0,           6,      -4.962296828,        -4.8597469,      -5.129304297,      -5.479434242
          0,           0,           7,      -4.988567363,      -4.879832143,      -5.185946387,       -5.51887265
          0,           0,           8,      -5.030098625,      -4.900864017,      -5.238759929,      -5.537702211
          0,           0,           9,      -5.055088717,      -4.907671563,      -5.298214128,      -5.566620383
          0,           0,          10,      -5.076947965,      -4.907309899,      -5.357065798,      -5.588902902
          0,           0,          11,      -5.107262526,      -4.905904389,      -5.371673555,      -5.595341966
          0,           0,          12,      -5.128592176,      -4.894615924,      -5.379774996,      -5.593465166
          0,           0,          13,      -5.134378579,      -4.874080976,      -5.401943694,      -5.585281539
          0,           0,          14,       -5.13456085,      -4.852636975,      -5.418074172,      -5.572866142
          0,           0,          15,      -5.133743334,      -4.834607746,      -5.420235973,       -5.56142032
          0,           0,          16,      -5.131171455,      -4.820987682,       -5.41913666,      -5.555636047
          0,           0,          17,      -5.128750514,      -4.813070059,      -5.422511096,      -5.560046402
          0,           0,          18,      -5.130031166,      -4.812069935,      -5.427979408,      -5.572479798
          0,           0,          19,      -5.134655422,      -4.815204321,       -5.43491574,      -5.581212289
          0,           0,          20,      -5.143790849,      -4.822367746,      -5.447067711,      -5.592190088
          0,           0,          21,      -5.154511951,      -4.831763834,      -5.459972348,      -5.604899617
          0,           0,          22,       -5.16461376,      -4.841863172,      -5.468847068,      -5.616642559
          0,           0,          23,      -5.174564791,      -4.852758136,      -5.475257905,      -5.629058356
          0,           0,          24,      -5.185784562,      -4.864981891,      -5.482353408,       -5.64265326
          0,           0,          25,      -5.199323657,      -4.878636609,      -5.490844752,      -5.656214488
          0,           0,          26,      -5.214940815,       -4.89323833,      -5.501208433,      -5.669334116
          0,           0,          27,      -5.231190546,      -4.907765062,      -5.513659383,      -5.681474551
          0,           0,          28,      -5.246350762,      -4.921112107,      -5.526827339,       -5.69196784
          0,           0,          29,      -5.258910227,      -4.932386036,      -5.538786584,      -5.700531405
          0,           0,          30,      -5.267824494,      -4.941051289,      -5.548675677,      -5.707383341
          0,           0,          31,      -5.272876727,      -4.947067732,       -5.55700691,      -5.713181107
          0,           0,          32,      -5.274845485,      -4.950935235,      -5.564888079,      -5.718848589
          0,           0,          33,      -5.275195612,      -4.953544792,      -5.573336828,      -5.725321955
          0,           0,          34,      -5.275497243,      -4.955892649,      -5.583101379,      -5.733262379
          0,           0,          35,      -5.276955623,      -4.958824019,      -5.594749081,      -5.742897148
          0,           0,          36,      -5.280258637,      -4.962957667,      -5.608576524,      -5.754153153
          0,           0,          37,      -5.285682973,      -4.968762029,      -5.624150869,      -5.766862462
          0,           0,          38,      -5.293362213,      -4.976685431,      -5.640174497,      -5.780992622
          0,           0,          39,      -5.303595508,      -4.987275946,      -5.655317597,      -5.796961408
          0,           0,          40,       -5.31689375,      -5.001157465,      -5.669326011,      -5.815461235
          0,           0,          41,       -5.33380565,      -5.018925346,      -5.683050838,      -5.837068216
