"Time_Iter","Outer_Iter","Inner_Iter",   "rms[A_Rho]"   ,   "rms[A_RhoU]"  ,   "rms[A_RhoV]"  ,    "rms[A_E]"    
          0,           0,           0,      -5.558019899,       -5.29607616,      -5.452129961,      -5.515129151
          0,           0,           1,      -5.298056035,      -5.246387425,      -5.293326209,      -5.713576856
          0,           0,           2,      -5.142791734,      -5.111777252,      -5.239187359,       -5.64365879
          0,           0,           3,      -5.112660663,      -5.070047634,      -5.263608671,      -5.645009455
          0,           0,           4,      -5.066037945,      -4.996476499,       -5.28699401,       -5.60335525
          0,           0,           5,       -5.05436796,      -4.969655565,      -5.282324509,      -5.585593746
          0,           0,           6,      -5.050070262,      -4.944187804,      -5.291382473,      -5.590828026
          0,           0,           7,      -5.057800775,      -4.927377741,      -5.341865708,       -5.57752897
          0,           0,           8,      -5.086602349,      -4.932981385,      -5.378484735,      -5.585812579
          0,           0,           9,      -5.117813324,      -4.948774649,      -5.402460969,       -5.61411177
          0,           0,          10,      -5.145937415,       -4.96685104,      -5.435584795,      -5.641313121
          0,           0,          11,       -5.17531934,      -4.987809262,      -5.473412541,      -5.666098887
          0,           0,          12,      -5.203224776,      -5.010736433,      -5.501714974,      -5.694151346
          0,           0,          13,      -5.223032187,      -5.030375988,      -5.518290995,      -5.723051454
          0,           0,          14,       -5.23076826,      -5.040446737,      -5.528861647,      -5.744721578
          0,           0,          15,      -5.227137284,      -5.039081783,      -5.535843347,      -5.755052883
          0,           0,          16,      -5.216736179,      -5.030064921,      -5.538994356,      -5.756743998
          0,           0,          17,      -5.205741393,      -5.019579393,       -5.54037683,       -5.75495287
          0,           0,          18,      -5.199383503,      -5.013116586,      -5.543733192,      -5.754431507
          0,           0,          19,      -5.200937117,      -5.014383415,      -5.551354746,       -5.75872724
          0,           0,          20,      -5.211844404,      -5.025301216,      -5.562783678,      -5.769736112
          0,           0,          21,      -5.231905102,      -5.046139715,      -5.575382153,      -5.787437603
          0,           0,          22,      -5.259114244,      -5.075331036,      -5.585786376,        -5.8098086
          0,           0,          23,      -5.289195679,      -5.108779569,      -5.592028001,      -5.833103305
          0,           0,          24,      -5.315774322,      -5.139445567,      -5.594495936,      -5.853226627
          0,           0,          25,      -5.331087916,       -5.15859715,      -5.587443636,      -5.863811677
          0,           0,          26,      -5.330984457,      -5.156093725,      -5.581961232,      -5.857675106
          0,           0,          27,      -5.322486792,      -5.139565583,      -5.584649156,      -5.848378108
          0,           0,          28,      -5.309467745,      -5.114420918,      -5.588457917,       -5.83689994
          0,           0,          29,      -5.297756959,      -5.088192882,      -5.597256927,      -5.824857221
          0,           0,          30,      -5.292721987,       -5.06776731,      -5.611723891,      -5.817510783
          0,           0,          31,      -5.296300431,      -5.055792078,       -5.62765055,      -5.816418037
          0,           0,          32,       -5.30908903,      -5.053139182,       -5.64381389,      -5.822317431
          0,           0,          33,      -5.331770912,      -5.060674952,      -5.660805294,      -5.837579879
          0,           0,          34,      -5.362735551,      -5.077343681,      -5.679806627,      -5.864262144
          0,           0,          35,      -5.392511592,      -5.097720783,      -5.672824817,      -5.867403846
          0,           0,          36,      -5.429128119,      -5.129104524,      -5.682487215,      -5.898178167
          0,           0,          37,      -5.471548247,       -5.16937704,      -5.701961235,      -5.935846792
          0,           0,          38,      -5.519530301,       -5.21977618,       -5.72072785,      -5.981729153
          0,           0,          39,      -5.565421025,      -5.274481653,      -5.749227253,      -6.032940839
          0,           0,          40,      -5.606069369,      -5.328260503,       -5.78739051,      -6.085478476
          0,           0,          41,       -5.63814799,      -5.374682797,      -5.831066689,      -6.135150396
          0,           0,          42,      -5.660985271,       -5.40681257,      -5.880518318,      -6.174577269
          0,           0,          43,      -5.678448257,      -5.423827625,      -5.932766252,      -6.201354739
          0,           0,          44,        -5.6949855,      -5.430440944,      -5.983138633,      -6.217168271
          0,           0,          45,       -5.71419347,      -5.433163785,       -6.02788975,       -6.22539692
          0,           0,          46,      -5.738860668,      -5.437889015,      -6.063548346,      -6.231600623
          0,           0,          47,      -5.770854375,      -5.448707454,      -6.089641114,      -6.242613873
          0,           0,          48,      -5.805982545,      -5.464526925,      -6.100332779,      -6.261738047
          0,           0,          49,      -5.839586347,       -5.48467984,      -6.083478302,      -6.251709582
          0,           0,          50,      -5.882723791,       -5.51619135,      -6.096091517,      -6.277987407
          0,           0,          51,      -5.936499669,       -5.55945213,      -6.121483902,      -6.313572167
          0,           0,          52,      -5.999529634,       -5.61535267,      -6.150739776,      -6.362238611
          0,           0,          53,       -6.06722229,      -5.679527279,      -6.192950434,      -6.416748876
          0,           0,          54,      -6.135966472,      -5.750009826,      -6.248655055,       -6.47730563
          0,           0,          55,       -6.20117707,      -5.825231216,      -6.315912143,      -6.545032715
          0,           0,          56,      -6.261288834,      -5.902171652,         -6.394597,       -6.61550206
          0,           0,          57,      -6.317988633,      -5.978659774,      -6.480624647,      -6.686629019
          0,           0,          58,      -6.371115485,      -6.053132263,      -6.568511348,      -6.757938293
          0,           0,          59,       -6.41941514,      -6.124259379,      -6.652482352,      -6.826809889
          0,           0,          60,      -6.462360479,      -6.191912862,      -6.724489896,      -6.891120806
          0,           0,          61,      -6.500483714,      -6.256819738,      -6.777134259,      -6.952274282
          0,           0,          62,      -6.523934023,       -6.31120428,      -6.797184881,      -6.992743749
          0,           0,          63,      -6.542526939,      -6.357404808,       -6.82131818,      -7.040404719
          0,           0,          64,      -6.556870773,       -6.39233146,       -6.84925685,      -7.080518349
          0,           0,          65,      -6.566772062,      -6.411407125,      -6.878406866,      -7.113481396
          0,           0,          66,      -6.579072305,       -6.41947653,       -6.91858672,       -7.14244508
          0,           0,          67,      -6.582404255,      -6.410154292,      -6.931608019,      -7.137108359
          0,           0,          68,      -6.590893702,      -6.406680957,      -6.937381698,      -7.143656609
          0,           0,          69,      -6.601104668,      -6.407407651,      -6.943525558,      -7.152985425
          0,           0,          70,      -6.621330855,       -6.42150583,      -6.948465385,      -7.166319767
          0,           0,          71,      -6.649508402,      -6.448807275,       -6.95208976,      -7.190352915
          0,           0,          72,       -6.68109335,       -6.48551909,      -6.958363209,      -7.222680344
          0,           0,          73,      -6.711838746,      -6.526839507,      -6.968363983,      -7.259893871
          0,           0,          74,      -6.737284658,        -6.5645145,      -6.982185481,      -7.294573883
          0,           0,          75,      -6.754472347,      -6.588610698,      -6.998973338,      -7.319887822
          0,           0,          76,      -6.762887366,      -6.592500416,      -7.018102741,      -7.332163932
          0,           0,          77,      -6.764565055,      -6.577733641,      -7.039371076,      -7.330594394
          0,           0,          78,      -6.763198662,       -6.55270671,      -7.061872803,      -7.318522884
          0,           0,          79,      -6.762545344,      -6.526437305,       -7.08361752,       -7.30198917
          0,           0,          80,      -6.765373573,      -6.504854054,      -7.102381176,      -7.286547429
          0,           0,          81,        -6.7733356,       -6.49087002,      -7.116960103,       -7.27584349
          0,           0,          82,      -6.787260066,      -6.485592618,       -7.12779671,      -7.271898907
          0,           0,          83,      -6.807418284,      -6.489227375,      -7.136692388,        -7.2757584
          0,           0,          84,      -6.833581485,      -6.501493316,      -7.145894686,      -7.287860819
          0,           0,          85,      -6.864722778,       -6.52162872,      -7.156709151,      -7.307843951
          0,           0,          86,      -6.898351371,      -6.548092034,      -7.168268935,      -7.333322799
          0,           0,          87,      -6.931653846,      -6.579184869,      -7.181385905,      -7.360736427
          0,           0,          88,      -6.964988571,      -6.614806166,      -7.201411497,      -7.391970639
          0,           0,          89,      -7.000634099,      -6.655613746,      -7.229026644,       -7.42983264
          0,           0,          90,      -7.040153764,      -6.702014759,      -7.262716943,      -7.474904245
          0,           0,          91,      -7.083683542,      -6.753482341,      -7.303060957,      -7.526750564
          0,           0,          92,      -7.130478455,      -6.808771856,      -7.351012551,       -7.58379778
          0,           0,          93,      -7.179078053,      -6.866328422,      -7.404780392,       -7.64294156
          0,           0,          94,      -7.227534848,      -6.924231252,      -7.460518594,      -7.700057821
          0,           0,          95,      -7.273728736,       -6.98037574,       -7.51666166,      -7.753954297
          0,           0,          96,      -7.316007256,      -7.032872257,      -7.573863381,      -7.805267198
          0,           0,          97,      -7.354030872,       -7.08065156,      -7.629281134,      -7.851936339
          0,           0,          98,      -7.388168158,      -7.123921756,       -7.67854911,      -7.893331633
          0,           0,          99,      -7.418226877,      -7.163018079,      -7.720059976,      -7.930493662
          0,           0,         100,      -7.443655322,      -7.197679765,      -7.755519938,      -7.963554222
          0,           0,         101,      -7.464398368,      -7.227576224,      -7.787233172,      -7.992225424
          0,           0,         102,      -7.481175815,      -7.252930974,      -7.816339582,      -8.017065129
          0,           0,         103,      -7.495195509,      -7.274613686,      -7.843399453,      -8.039337493
          0,           0,         104,      -7.507887048,      -7.294001779,      -7.868881148,       -8.06033123
          0,           0,         105,      -7.520723319,      -7.312812809,       -7.89273648,      -8.081175579
          0,           0,         106,      -7.534969794,      -7.332823939,      -7.914046522,      -8.103011473
          0,           0,         107,      -7.551178336,      -7.355327849,       -7.93005276,      -8.126659064
          0,           0,         108,      -7.566805807,       -7.37870954,      -7.932799397,      -8.147289275
          0,           0,         109,      -7.577659614,      -7.398072436,      -7.929760456,      -8.158483331
          0,           0,         110,      -7.586831039,      -7.414472421,      -7.932830188,      -8.172894631
          0,           0,         111,      -7.595107438,      -7.426505042,      -7.938787299,      -8.186798653
          0,           0,         112,      -7.602157527,      -7.431507592,      -7.943951041,       -8.19555486
          0,           0,         113,      -7.607572512,      -7.428394088,      -7.949533028,      -8.197409879
          0,           0,         114,      -7.611325494,      -7.418177631,      -7.954717278,      -8.191844005
          0,           0,         115,      -7.613727166,      -7.403117805,      -7.959062781,       -8.17999589
          0,           0,         116,      -7.615727816,      -7.386287332,      -7.963508454,      -8.165113156
          0,           0,         117,      -7.618445145,      -7.370535442,      -7.967912332,      -8.150472034
          0,           0,         118,      -7.622775896,      -7.357863845,       -7.97167396,      -8.138159149
          0,           0,         119,       -7.62943082,      -7.349563628,      -7.974801996,       -8.12950218
          0,           0,         120,       -7.63897553,      -7.346427056,      -7.977920783,       -8.12542778
          0,           0,         121,      -7.651815451,      -7.348870649,      -7.981971124,      -8.126497613
          0,           0,         122,      -7.668192373,      -7.357039275,      -7.987971319,      -8.132974983
          0,           0,         123,      -7.688213032,      -7.370904208,      -7.996846798,      -8.144929891
          0,           0,         124,        -7.7118875,      -7.390335864,      -8.009346564,      -8.162317268
          0,           0,         125,      -7.739154763,      -7.415142915,      -8.026041473,      -8.185016801
          0,           0,         126,       -7.76989336,       -7.44508537,      -8.047354576,      -8.212848207
          0,           0,         127,      -7.803924707,      -7.479872057,      -8.073585595,      -8.245576135
          0,           0,         128,      -7.841012865,      -7.519147365,      -8.104922742,      -8.282907179
          0,           0,         129,      -7.880857341,      -7.562466942,      -8.141443914,      -8.324472272
          0,           0,         130,      -7.923074285,      -7.609260144,      -8.183097827,      -8.369784035
          0,           0,         131,      -7.967167271,      -7.658776694,      -8.229654091,      -8.418159484
          0,           0,         132,      -8.012497381,      -7.710022288,       -8.28064494,      -8.468617211
          0,           0,         133,      -8.058262719,      -7.761713295,      -8.335326579,      -8.519810627
          0,           0,         134,      -8.103492025,      -7.812298778,      -8.392605724,      -8.570073452
