"Time_Iter","Outer_Iter","Inner_Iter",   "rms[A_Rho]"   ,   "rms[A_RhoU]"  ,   "rms[A_RhoV]"  ,    "rms[A_E]"    
          0,           0,           0,      -4.234267333,      -3.989708137,      -3.849365143,      -4.516890126
          0,           0,           1,      -4.004607672,      -3.973105001,      -4.085578806,      -4.393487446
          0,           0,           2,      -3.908855893,      -3.854780445,      -4.077644841,      -4.457838063
          0,           0,           3,      -3.931829399,      -3.827462841,      -4.015512416,       -4.37438042
          0,           0,           4,      -3.910436307,      -3.758758722,      -4.019594059,      -4.389451601
          0,           0,           5,      -3.900881856,      -3.704937594,      -4.070698218,      -4.341885062
          0,           0,           6,      -3.915049189,      -3.685325874,      -4.104673437,      -4.326642083
          0,           0,           7,       -3.90937876,      -3.664332614,      -4.134881528,      -4.331260445
          0,           0,           8,      -3.896469958,      -3.639365301,      -4.165454986,       -4.32526009
          0,           0,           9,      -3.886058548,      -3.620434794,      -4.177646275,      -4.322008715
          0,           0,          10,      -3.873829397,      -3.606537066,      -4.177936505,      -4.327277191
          0,           0,          11,       -3.86037809,      -3.595307188,      -4.180982343,      -4.336046428
          0,           0,          12,      -3.850655831,      -3.587638358,      -4.187841273,      -4.346252492
          0,           0,          13,      -3.844769313,      -3.583435508,      -4.193477924,      -4.356928191
          0,           0,          14,      -3.841973724,      -3.583691131,       -4.19289004,      -4.361066424
          0,           0,          15,      -3.845612968,      -3.591296913,      -4.196495016,      -4.376516362
          0,           0,          16,      -3.854561894,      -3.604652657,      -4.203275504,      -4.396589377
          0,           0,          17,      -3.868853204,      -3.624422316,      -4.213520044,      -4.422744827
          0,           0,          18,      -3.887391434,      -3.649823436,      -4.225337159,        -4.4538572
          0,           0,          19,      -3.907785666,      -3.678655875,      -4.237980154,      -4.485739243
          0,           0,          20,      -3.927890342,        -3.7083539,      -4.250885232,      -4.515722014
          0,           0,          21,      -3.946330672,      -3.736293487,      -4.263122024,      -4.541381521
          0,           0,          22,       -3.96258865,       -3.75986756,      -4.275776758,      -4.560191853
          0,           0,          23,      -3.977231584,      -3.777491222,      -4.290376107,      -4.571398237
          0,           0,          24,      -3.991682673,      -3.789476469,       -4.30746757,       -4.57692973
          0,           0,          25,      -4.007645823,      -3.797791171,      -4.327013895,      -4.580010526
          0,           0,          26,      -4.026673718,      -3.805207427,      -4.348569707,      -4.583812679
